Row Labels,45,57,61,66
2017.guil.moniz.0,4,0,0,0
2017.serreta .0,10,0,13,0
2017.serreta .50,5,0,3,0
2017.serreta .250,0,0,5,0
2017.serreta .Control 50,0,0,2,0
2017.mist.negros.0,0,0,0,0
2017.mist.negros.50,0,0,1,0
2017.mist.negros.250,0,0,0,0
2017.mist.negros.max,0,0,0,0
2017.mist.negros.control50,0,0,0,0
2017.malhadas.0,20,8,2,0
2017.malhadas.50,21,14,1,0
2017.malhadas.250,13,11,13,2
2017.malhadas.max,32,31,0,0
