Segment;ForestID;Dist_trail;Dist_edge;Dist_trail_beginning;Dist_trail_std;Dist_edge_std;Dist_trail_beginning_std;TAlphaAll;TAlphaNat;TAlphaNInd;FAlphaAll;FAlphaNat;FAlphaNInd;all.tax.btotal;all.tax.brich;all.tax.brepl;nat.tax.btotal;nat.tax.brich;nat.tax.brepl;nind.tax.btotal;nind.tax.brich;nind.tax.brepl;all.func.btotal;all.func.brich;all.func.brepl;nat.func.btotal;nat.func.brich;nat.func.brepl;nind.func.btotal;nind.func.brich;nind.func.brepl
Family;;;;;;;;poisson;poisson;poisson;Gamma;Gamma;Gamma;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family;beta_family
