"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","sep"
"1",0,0.163460932508493,0.264296321789658,0.239911381090706,0.240515052585667,0.459090192946419,0.220381083692315,0.354003931911236,0.18496060722468,0.164743281700438,0.229421543950458,0.232527516634802,0.110480950957468,0.10509309954216,0.310450162966011,0.260464307793222,0.398994614476129,0.459123060033488,0.314671911905682,0.150991632729307,"tab"
"2",0.163460932508493,0,0.276893575730657,0.0896559508349782,0.285764235455936,0.4372001366339,0.338335317254464,0.191948326629685,0.246993513296277,0.341344539757186,0.236160529400666,0.178532612652148,0.110476337752061,0.159798686808245,0.126748152377538,0.434778092479651,0.179573124342806,0.402165868152131,0.245638201798752,0.206697754636995,"tab"
"3",0.264296321789658,0.276893575730657,0,0.265327845826033,0.338846498008637,0.472879723914106,0.278823173988486,0.413254270435868,0.179166951785334,0.301596992335818,0.344788393214496,0.201679856796482,0.184726692025309,0.194283589197445,0.343710666167845,0.0787899521715411,0.441932142387617,0.428748054345783,0.249058026774606,0.16125859244071,"tab"
"4",0.239911381090706,0.0896559508349782,0.265327845826033,0,0.135886921852192,0.473038421076294,0.187638391851819,0.302047929840372,0.0853615321954618,0.0753185935571548,0.136589972016322,0.255181546036914,0.0254985367568012,0.0283687602971448,0.240197968739555,0.246284530236096,0.449546551881443,0.5832167709785,0.347740740866297,0.107142857142857,"tab"
"5",0.240515052585667,0.285764235455936,0.338846498008637,0.135886921852192,0,0.422686745118047,0.379596173065768,0.217944080310107,0.316757273959058,0.324621217460228,0.296679650509665,0.171344040409251,0.0349649831392679,0.156869938696947,0.197697061164209,0.436780506407344,0.171361871228655,0.415665244792913,0.242423136598906,0.172183791191798,"tab"
"6",0.459090192946419,0.4372001366339,0.472879723914106,0.473038421076294,0.422686745118047,0,0.291634140018045,0.459355942301568,0.203353810705677,0.302156599648887,0.383983979355892,0.232916394282696,0.20786832975272,0.292537263759598,0.55815840866749,0.325745835164488,0.56033685090367,0.34805800923152,0.425305162277426,0.348874280286992,"tab"
"7",0.220381083692315,0.338335317254464,0.278823173988486,0.187638391851819,0.379596173065768,0.291634140018045,0,0.182440569438197,0.0921671975440237,0.211736486413755,0.215329613008852,0.203478654670088,0.235541208708076,0.209037789760801,0.166824097283154,0.429920682862225,0.167941488677538,0.23930564283143,0.187405858484238,0.255861052201451,"tab"
"8",0.354003931911236,0.191948326629685,0.413254270435868,0.302047929840372,0.217944080310107,0.459355942301568,0.182440569438197,0,0.165848785132686,0.209444042023812,0.241753912439027,0.29073279047498,0.14868051648309,0.189531433566222,0.378431780773288,0.319776659688048,0.366588732627509,0.509988394816217,0.42672274330245,0.173469611445884,"tab"
"9",0.18496060722468,0.246993513296277,0.179166951785334,0.0853615321954618,0.316757273959058,0.203353810705677,0.0921671975440237,0.165848785132686,0,0.273453961939871,0.109990783628499,0.136793388723021,0.263147260849098,0.255691087636054,0.109042030150747,0.368603341942744,0.147095787687788,0.183201226340663,0.151352099614586,0.289267357073039,"tab"
"10",0.164743281700438,0.341344539757186,0.301596992335818,0.0753185935571548,0.324621217460228,0.302156599648887,0.211736486413755,0.209444042023812,0.273453961939871,0,0.245513263956061,0.104274538843851,0.259988989795564,0.234639949753512,0.225277147418279,0.483673381328146,0.176504170486553,0.270998852302217,0.204855179930838,0.421441639651551,"tab"
