"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",0,0,0,0.222222222222222,0,0.262520836838777,0.148868780479414,0,0.282595197925024,0.104985230158583,0,0.222222222222222,0.415961747958966,0.259168984333293,0.221909687924788,0,0.619725335737882,0.313859626429419,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.222222222222222,0,0,0,0,0,0.0625,0.587077283924786,0.158323576378236,0.0434782608695652,0.586101739501564,0.359811326559473,0.242803000065356,0.144333300740485,0.906540884372982,0,0.181818181818182,0.343362159489775,0.711925521570725,0.587077283924786
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.262520836838777,0,0,0,0,0,0.174117759997272,0,0.316611598493141,0.124544262334596,0,0,0.466105895641453,0.290843079218656,0.161498914317238,0,0.620814334162824,0.14048016075987,0,0
"7",0.148868780479414,0,0,0.0625,0,0.174117759997272,0,0.0522139351076399,0.04004472190993,0.0219436358205576,0,0.0625,0,0.04004472190993,0.0585845511370453,0,0.25006688795989,0.101770939597292,0,0.0522139351076399
"8",0,0,0,0.587077283924786,0,0,0.0522139351076399,0,0.0838092590037158,0.0362641431927251,0.344031982417646,0.433833856287135,0.129531673627157,0.0761312583533436,0.587077283924786,0,0.153450340411375,0,0.433833856287135,0
"9",0.282595197925024,0,0,0.158323576378236,0,0.316611598493141,0.04004472190993,0.0838092590037158,0,0.0277592815148579,0,0.1,0,0.0411004101760153,0.0998497050683895,0,0.424952478406684,0.160877025844075,0,0.143115559256548
"10",0.104985230158583,0,0,0.0434782608695652,0,0.124544262334596,0.0219436358205576,0.0362641431927251,0.0277592815148579,0,0,0.0434782608695652,0,0.0277592815148579,0.0434109743353994,0,0.181556668709223,0.0712366189110719,0,0.0362641431927251
"11",0,0,0,0.586101739501564,0,0,0,0.344031982417646,0,0,0,0.4,0,0,0.399493623221107,0,0.332893793341882,0,0,0.542573322676008
"12",0.222222222222222,0,0,0.359811326559473,0,0,0.0625,0.433833856287135,0.1,0.0434782608695652,0.4,0,0.153846153846154,0.0909090909090909,0.499406542757083,0,0.333113592313098,0.222222222222222,0.5,0.663437208470245
"13",0.415961747958966,0,0,0.242803000065356,0,0.466105895641453,0,0.129531673627157,0,0,0,0.153846153846154,0,0,0.153621474182247,0,0.600664445034792,0.243305465199361,0,0.22078922137642
"14",0.259168984333293,0,0,0.144333300740485,0,0.290843079218656,0.04004472190993,0.0761312583533436,0.0411004101760153,0.0277592815148579,0,0.0909090909090909,0,0,0.0907718063998548,0,0.392421795441945,0.146679085047303,0,0.130374008332833
"15",0.221909687924788,0,0,0.906540884372982,0,0.161498914317238,0.0585845511370453,0.587077283924786,0.0998497050683895,0.0434109743353994,0.399493623221107,0.499406542757083,0.153621474182247,0.0907718063998548,0,0,0,0.221909687924788,0.499406542757083,0.853581397770603
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.619725335737882,0,0,0.181818181818182,0,0.620814334162824,0.25006688795989,0.153450340411375,0.424952478406684,0.181556668709223,0.332893793341882,0.333113592313098,0.600664445034792,0.392421795441945,0,0,0,0.635490031025082,0.260510641983384,0.153450340411375
"18",0.313859626429419,0,0,0.343362159489775,0,0.14048016075987,0.101770939597292,0,0.160877025844075,0.0712366189110719,0,0.222222222222222,0.243305465199361,0.146679085047303,0.221909687924788,0,0.635490031025082,0,0,0.152022855350778
"19",0,0,0,0.711925521570725,0,0,0,0.433833856287135,0,0,0,0.5,0,0,0.499406542757083,0,0.260510641983384,0,0,0.663437208470245
"20",0,0,0,0.587077283924786,0,0,0.0522139351076399,0,0.143115559256548,0.0362641431927251,0.542573322676008,0.663437208470245,0.22078922137642,0.130374008332833,0.853581397770603,0,0.153450340411375,0.152022855350778,0.663437208470245,0
