"","V1","cond((Int))","disp((Int))","cond(Dist_edge_std)","cond(Dist_trail_beginning_std)","cond(Dist_trail_std)","df","logLik","AICc","delta","weight"
"245","all.func.brepl",-1.43382,NA,NA,0.09993465,-0.9904884,5,18.65641,-19.81281,5.02779,0.051241976
"246","all.func.brepl",-1.535019,NA,-0.1617935,NA,NA,4,14.76618,-17.08792,7.752686,0.013119654
"247","all.func.brepl",-1.423309,NA,0.1920738,-0.75980309,NA,5,16.69362,-15.88725,8.953357,0.007197801
"248","all.func.brepl",-1.716584,NA,0.5838899,0.01737082,-1.1446242,6,19.56517,-15.13034,9.710262,0.004929922
"249","nat.func.btotal",-0.4116868,NA,NA,NA,-0.8697897,4,11.806571,-11.168697,0,0.583993844
"250","nat.func.btotal",-0.7733609,NA,0.609661,NA,-1.192166,5,13.025589,-8.551179,2.617519,0.157768873
"251","nat.func.btotal",-0.4370438,NA,NA,-0.79745759,NA,4,10.040358,-7.636272,3.532425,0.099850878
"252","nat.func.btotal",-0.883554,NA,NA,NA,NA,3,7.830673,-7.261346,3.907351,0.082782345
"253","nat.func.btotal",-0.4000882,NA,NA,-0.04823277,-0.8500615,5,11.809036,-6.118072,5.050625,0.046738942
"254","nat.func.btotal",-0.7179648,NA,-0.2060435,NA,NA,4,7.987662,-3.530879,7.637818,0.012819678
"255","nat.func.btotal",-0.5577591,NA,0.2336537,-0.91517567,NA,5,10.228292,-2.956584,8.212114,0.009619898
"256","nat.func.btotal",-0.7047223,NA,0.6162366,-0.22891709,-1.1303657,6,13.074739,-2.149479,9.019219,0.006425542
"257","nat.func.brich",-1.291596,NA,NA,NA,-0.5797152,4,17.622,-22.79955,0,0.376963634
"258","nat.func.brich",-1.57453,NA,NA,NA,NA,3,15.28003,-22.16007,0.6394868,0.273802023
"259","nat.func.brich",-1.234055,NA,NA,-0.6529955,NA,4,16.92515,-21.40586,1.3936885,0.187786275
"260","nat.func.brich",-1.600429,NA,0.4913159,NA,-0.8125951,5,18.46327,-19.42654,3.3730158,0.069800476
"261","nat.func.brich",-1.483858,NA,-0.1140899,NA,NA,4,15.34002,-18.23559,4.5639652,0.038481059
"262","nat.func.brich",-1.247146,NA,NA,-0.1770551,-0.4977769,5,17.664,-17.82801,4.9715475,0.031386409
"263","nat.func.brich",-1.36035,NA,0.2376344,-0.7740803,NA,5,17.15813,-16.81625,5.9833018,0.018925266
"264","nat.func.brich",-1.539648,NA,0.4854205,-0.2010914,-0.723635,6,18.51665,-13.0333,9.7662533,0.002854858
"265","nat.func.brepl",-1.386354,NA,NA,NA,-0.9943138,4,18.63885,-24.83326,0,0.663871796
"266","nat.func.brepl",-1.620139,NA,NA,NA,NA,3,14.67878,-20.95756,3.875699,0.095606378
"267","nat.func.brepl",-1.644816,NA,0.5175956,NA,-1.1550966,5,19.21041,-20.92081,3.912445,0.093865826
"268","nat.func.brepl",-1.29925,NA,NA,-0.6080244,NA,4,16.32295,-20.20145,4.631806,0.065508897
"269","nat.func.brepl",-1.456605,NA,NA,0.2332553,-1.1266912,5,18.71364,-19.92727,4.905984,0.057116726
"270","nat.func.brepl",-1.489439,NA,-0.1660063,NA,NA,4,14.80976,-17.17507,7.658188,0.014425467
"271","nat.func.brepl",-1.388598,NA,0.1644699,-0.6854984,NA,5,16.43682,-15.37365,9.45961,0.005860786
"272","nat.func.brepl",-1.682668,NA,0.5114582,0.1389257,-1.2317864,6,19.23873,-14.47746,10.355803,0.003744123
"273","nind.func.btotal",0.7177376,NA,NA,NA,-0.7898086,4,28.07918,-43.71392,0,0.30478129
"274","nind.func.btotal",0.088236,NA,1.0924846,NA,-1.3377198,5,30.46942,-43.43885,0.2750714,0.26561788
"275","nind.func.btotal",0.177128,NA,NA,NA,NA,3,25.80145,-43.2029,0.5110245,0.23605909
"276","nind.func.btotal",0.56233107,NA,NA,-0.5730292,NA,4,26.83177,-41.2191,2.4948254,0.08754752
"277","nind.func.btotal",-0.02581761,NA,0.2573161,NA,NA,4,25.94577,-39.4471,4.2668224,0.03609604
"278","nind.func.btotal",0.65428315,NA,NA,0.6659198,-1.2841351,5,28.42854,-39.35707,4.3568471,0.0345073
"279","nind.func.btotal",0.14201284,NA,0.8425828,-0.9697758,NA,5,28.04054,-38.58108,5.1328366,0.0234103
"280","nind.func.btotal",0.03072933,NA,1.0601411,0.42131,-1.6034385,6,30.62065,-37.2413,6.4726163,0.01198057
"281","nind.func.brich",-0.06477196,NA,1.2390978,NA,-1.4012122,5,29.64424,-41.78848,0,0.36681266
"282","nind.func.brich",0.65465701,NA,NA,NA,-0.7615713,4,26.71267,-40.9809,0.8075836,0.24495132
"283","nind.func.brich",0.13714916,NA,NA,NA,NA,3,24.53849,-40.67699,1.111495,0.21041963
"284","nind.func.brich",0.5032831,NA,NA,-0.5465729,NA,4,25.48978,-38.53512,3.2533643,0.0721083
"285","nind.func.brich",-0.1176148,NA,0.3249513,NA,NA,4,24.76608,-37.08773,4.7007556,0.0349694
"286","nind.func.brich",0.58397602,NA,NA,0.6891274,-1.2732245,5,27.09055,-36.68111,5.1073723,0.02853596
"287","nind.func.brich",0.03280785,NA,0.940209,-0.9884224,NA,5,26.95373,-36.40746,5.3810222,0.02488687
"288","nind.func.brich",-0.14632339,NA,1.2171562,0.4719306,-1.7026826,6,29.84101,-35.68202,6.106457,0.01731586
"289","nind.func.brepl",-3.322547,NA,NA,NA,NA,3,42.37358,-76.34716,0,0.38689766
"290","nind.func.brepl",-2.889317,NA,-0.68726,NA,NA,4,44.26845,-76.09245,0.2547139,0.340632182
"291","nind.func.brepl",-3.153752,NA,NA,-0.5788684,NA,4,43.2354,-74.02636,2.3208034,0.121238357
"292","nind.func.brepl",-3.227833,NA,NA,NA,-0.25041103,4,42.78289,-73.12133,3.2258332,0.077110819
"293","nind.func.brepl",-2.789231,NA,-0.6512387,-0.2965096,NA,5,44.4726,-71.44519,4.90197,0.033353918
"294","nind.func.brepl",-2.867565,NA,-0.6582497,NA,-0.10219468,5,44.32928,-71.15857,5.1885974,0.028900576
"295","nind.func.brepl",-3.174881,NA,NA,-0.9107037,0.24863214,5,43.3234,-69.14681,7.2003571,0.010569597
"296","nind.func.brepl",-2.78797,NA,-0.6529172,-0.3217174,0.02900567,6,44.47539,-64.95078,11.3963791,0.001296892
"297","end.func.btotal",-0.3445585,NA,NA,NA,-0.8816025,4,11.592691,-10.740938,0,0.593297484
"298","end.func.btotal",-0.686963,NA,0.5779316,NA,-1.1807694,5,12.66374,-7.827481,2.913458,0.138236656
"299","end.func.btotal",-0.3698857,NA,NA,-0.817107,NA,4,9.873364,-7.302283,3.438655,0.106310952
"300","end.func.btotal",-0.8289802,NA,NA,NA,NA,3,7.631037,-6.862073,3.878865,0.085307574
"301","end.func.btotal",-0.3269333,NA,NA,-0.07336076,-0.852055,5,11.598124,-5.696247,5.044691,0.047624644
"302","end.func.btotal",-0.6506333,NA,-0.2216988,NA,NA,4,7.807098,-3.169751,7.571187,0.013465117
"303","end.func.btotal",-0.4852648,NA,0.2237111,-0.93033629,NA,5,10.04086,-2.58172,8.159219,0.010035075
"304","end.func.btotal",-0.6073547,NA,0.5888199,-0.27447697,-1.1100737,6,12.729179,-1.458357,9.282581,0.005722497
"305","end.func.brich",-1.114473,NA,NA,NA,-0.6747769,4,16.16123,-19.878018,0,0.47990755
"306","end.func.brich",-1.052154,NA,NA,-0.7563054,NA,4,15.20879,-17.973143,1.904874,0.18514816
"307","end.func.brich",-1.442153,NA,NA,NA,NA,3,13.18515,-17.97029,1.907727,0.18488422
"308","end.func.brich",-1.329457,NA,0.3490149,NA,-0.8296401,5,16.60691,-15.713829,4.164189,0.05982952
"309","end.func.brich",-1.050182,NA,NA,-0.2461413,-0.5772276,5,16.23632,-14.972638,4.90538,0.0413017
"310","end.func.brich",-1.265545,NA,-0.2245003,NA,NA,4,13.40872,-14.37299,5.505028,0.03060244
"311","end.func.brich",-1.117656,NA,0.1245081,-0.8173077,NA,5,15.27328,-13.046556,6.831461,0.01576611
"312","end.func.brich",-1.248055,NA,0.3480001,-0.2847937,-0.7227064,6,16.70554,-9.411079,10.466938,0.0025603
"313","end.func.brepl",-1.388379,NA,NA,NA,-0.8143351,4,18.49225,-24.54005,0,0.530633802
"314","end.func.brepl",-1.646036,NA,NA,NA,NA,3,15.42207,-22.44414,2.095905,0.186069379
"315","end.func.brepl",-1.346933,NA,NA,-0.5602948,NA,4,16.8619,-21.27936,3.260694,0.103930787
"316","end.func.brepl",-1.677711,NA,0.523462,NA,-0.9077297,5,19.28342,-21.06685,3.473203,0.093454105
"317","end.func.brepl",-1.457563,NA,NA,0.2421096,-0.959141,5,18.56901,-19.63802,4.902033,0.045743774
"318","end.func.brepl",-1.541082,NA,-0.1327083,NA,NA,4,15.50534,-18.56623,5.973815,0.02676686
"319","end.func.brepl",-1.450309,NA,0.1890283,-0.6487195,NA,5,17.00809,-16.51617,8.023878,0.009603552
"320","end.func.brepl",-1.739114,NA,0.5372716,0.1787226,-1.0007714,6,19.33036,-14.66072,9.879331,0.003797741
