Row Labels,4,5,6,11,12,13,14,18,19,20,22,31,32,33,34,35,36,38,41,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,61,62,63,64,66,90,91,92,93,95,97,98,99,100,101
2017.guil.moniz.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0
2017.serreta.0,14,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,2,0,0,0,6,0,0,0,0,0,0,0,2,8,0,0,0,0,1
2017.serreta.50,15,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1
2017.serreta.250,21,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,10,0,0,0,5,0,0,0,0,0,0,0,1,17,0,0,0,0,0
2017.serreta.control50,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,23,0
2017.mist.negros.0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0
2017.mist.negros.50,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,11,0
2017.mist.negros.250,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0
2017.mist.negros.max,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0
2017.mist.negros.control50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,6,0,0,5,0,0,0,0,0,0,0,6,2,0,0,0,0,18,0
2017.malhadas.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2017.malhadas.50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,11,0,14,0,1,0,0,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,11,0
2017.malhadas.250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,2,0
2017.malhadas.max,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,7,0,0,2,3,9,11,0,1,0,0,0,0,0,3,0,11,0,0,0,15,0
2017.malhadas.control50,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,1,2,0,2,3,10,3,0,0,0,0,0,0,0,8,1,2,0,0,0,17,0
2019.guil.moniz.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,0
2019.serreta.0,23,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1,0,7,0,0,1,7,0,0,0,0,0,0,8,3,10,0,0,0,0,0
2019.serreta.50,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,3,0,0,1,6,0,0,0,0,0,0,1,2,14,0,0,0,0,0
2019.serreta.250,23,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,1,6,0,0,0,0,0,0,4,0,20,0,0,0,0,0
2019.serreta.control 50,2,0,0,0,0,0,0,0,9,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,4,0,0,5,0,0,0,0,0,0,0,1,4,1,0,0,0,20,1
2019.mist.negros.0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
2019.mist.negros.50,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,20,0
2019.mist.negros.250,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0
2019.mist.negros.max,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
2019.mist.negros.control50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,1,0,7,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,19,5
